x,y,z,diff_x,diff_y,diff_z,d_x,d_y,d_z,d_n,di_x,di_y,di_z,f_m,f_x,f_y,f_z
27.29,-4.34,-15.07,27.28,-4.22,-15.07,0.01,-0.12,0.00,0.12,0.01,0.12,0.00,0,0,0,0
24.47,-5.39,-15.11,24.46,-5.26,-15.10,0.01,-0.13,0.00,0.13,0.01,0.13,0.00,0,0,0,0
21.73,-6.92,-15.16,21.72,-6.78,-15.16,0.01,-0.14,0.00,0.14,0.01,0.14,0.00,0,0,0,0
18.69,-8.28,-15.05,18.67,-8.14,-15.04,0.02,-0.15,0.00,0.15,0.02,0.15,0.00,0,0,0,0
15.33,-8.42,-14.85,15.31,-8.25,-14.85,0.02,-0.17,0.00,0.17,0.02,0.17,0.00,0,0,0,0
12.18,-8.06,-14.87,12.16,-7.87,-14.86,0.01,-0.19,0.00,0.19,0.01,0.19,0.00,0,0,0,0
9.15,-7.93,-14.89,9.14,-7.72,-14.89,0.01,-0.21,0.00,0.21,0.01,0.21,0.00,0,0,0,0
6.14,-7.92,-14.92,6.13,-7.68,-14.92,0.01,-0.24,0.00,0.24,0.01,0.24,0.00,0,0,0,0
3.14,-7.93,-14.95,3.13,-7.67,-14.95,0.01,-0.26,0.00,0.26,0.01,0.26,0.00,0,0,0,0
0.136812,-7.95,-14.98,0.123900,-7.65,-14.98,0.01,-0.29,0.00,0.29,0.01,0.29,0.00,0,0,0,0
-2.86,-7.99,-15.02,-2.88,-7.67,-15.01,0.01,-0.32,-0.01,0.32,0.01,0.32,0.01,0,0,0,0
-5.86,-8.05,-15.05,-5.88,-7.69,-15.04,0.01,-0.35,-0.01,0.35,0.01,0.35,0.01,0,0,0,0
-8.86,-8.11,-15.09,-8.88,-7.73,-15.08,0.01,-0.38,-0.01,0.38,0.01,0.38,0.01,0,0,0,0
-11.87,-8.23,-15.14,-11.88,-7.82,-15.13,0.02,-0.41,-0.01,0.41,0.02,0.41,0.01,0,0,0,0
-14.87,-8.52,-15.23,-14.89,-8.08,-15.22,0.02,-0.44,-0.01,0.44,0.02,0.44,0.01,0,0,0,0
-18.07,-8.67,-15.45,-18.09,-8.21,-15.43,0.02,-0.46,-0.02,0.46,0.02,0.46,0.02,0,0,0,0
-21.37,-7.79,-15.55,-21.38,-7.29,-15.54,0.01,-0.50,-0.01,0.50,0.01,0.50,0.01,0,0,0,0
-24.39,-6.24,-15.34,-24.38,-5.70,-15.32,-0.01,-0.54,-0.01,0.54,0.01,0.54,0.01,0,0,0,0
-27.28,-5.05,-15.18,-27.25,-4.46,-15.17,-0.03,-0.59,-0.01,0.59,0.03,0.59,0.01,0,0,0,0
-30.22,-4.28,-15.09,-30.19,-3.66,-15.08,-0.03,-0.62,-0.01,0.62,0.03,0.62,0.01,0,0,0,0
-33.17,-3.69,-15.06,-33.14,-3.06,-15.05,-0.04,-0.63,-0.01,0.63,0.04,0.63,0.01,0,0,0,0
-36.14,-3.20,-15.04,-36.10,-2.58,-15.03,-0.04,-0.63,-0.01,0.63,0.04,0.63,0.01,0,0,0,0
-39.11,-2.78,-15.03,-39.07,-2.17,-15.02,-0.03,-0.61,-0.01,0.61,0.03,0.61,0.01,0,0,0,0
-42.08,-2.40,-15.02,-42.05,-1.83,-15.01,-0.03,-0.57,0.00,0.57,0.03,0.57,0.00,0,0,0,0
-45.06,-2.06,-15.01,-45.04,-1.53,-15.01,-0.03,-0.53,0.00,0.53,0.03,0.53,0.00,0,0,0,0
-48.05,-1.75,-15.01,-48.03,-1.27,-15.01,-0.02,-0.48,0.00,0.48,0.02,0.48,0.00,0,0,0,0
-51.04,-1.46,-15.01,-51.02,-1.05,-15.00,-0.02,-0.42,0.00,0.42,0.02,0.42,0.00,0,0,0,0
-54.02,-1.20,-15.00,-54.01,-0.846585,-15.00,-0.01,-0.35,0.00,0.35,0.01,0.35,0.00,0,0,0,0
-57.02,-0.951661,-15.00,-57.01,-0.669601,-15.00,-0.01,-0.28,0.00,0.28,0.01,0.28,0.00,0,0,0,0
-60.01,-0.726456,-15.00,-60.00,-0.511901,-15.00,-0.01,-0.21,0.00,0.21,0.01,0.21,0.00,0,0,0,0
-63.00,-0.521737,-15,-63.00,-0.371527,-15.00,0.00,-0.15,0.00,0.15,0.00,0.15,0.00,0,0,0,0
-66.00,-0.339083,-15.00,-66.00,-0.246750,-15.00,0.00,-0.09,0.00,0.09,0.00,0.09,0.00,0,0,0,0
-68.99,-0.180780,-15.00,-68.99,-0.136007,-15.00,0.00,-0.04,0.00,0.04,0.00,0.04,0.00,0,0,0,0
-71.99,-0.054164,-15.00,-71.99,-0.042107,-15.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00,0,0,0,0
-75,0.000000,-15,-75,0.000000,-15,0,0,0,0,0,0,0,9.35,-7.99,-0.231737,-4.85
75,0.000000,-18,75,0.000000,-18,0,0,0,0,0,0,0,14.16,13.26,0.104135,-4.98
71.99,-0.038142,-18.00,72.00,-0.036184,-18.00,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,0
68.99,-0.126348,-18.00,69.00,-0.119152,-18.00,0.00,-0.01,0,0.01,0.00,0.01,0,0,0,0,0
66.00,-0.233055,-18.00,66.00,-0.218394,-18.00,0.00,-0.01,0,0.01,0.00,0.01,0,0,0,0,0
63.00,-0.354556,-18.00,63.00,-0.330950,-18.00,0.00,-0.02,0,0.02,0.00,0.02,0,0,0,0,0
60.00,-0.490931,-18.00,60.00,-0.457521,-18.00,0.00,-0.03,0.00,0.03,0.00,0.03,0.00,0,0,0,0
57.00,-0.643520,-18.00,57.00,-0.599943,-18.00,0.00,-0.04,0.00,0.04,0.00,0.04,0.00,0,0,0,0
54.01,-0.813720,-18.00,54.01,-0.760030,-18.00,0.00,-0.05,0.00,0.05,0.00,0.05,0.00,0,0,0,0
51.01,-1.00,-18.00,51.01,-0.940169,-18.00,0.00,-0.06,0.00,0.06,0.00,0.06,0.00,0,0,0,0
48.02,-1.22,-18.01,48.02,-1.14,-18.01,0.00,-0.07,0.00,0.07,0.00,0.07,0.00,0,0,0,0
45.03,-1.45,-18.01,45.03,-1.37,-18.01,0.00,-0.08,0.00,0.08,0.00,0.08,0.00,0,0,0,0
42.04,-1.72,-18.01,42.04,-1.63,-18.01,0.00,-0.09,0.00,0.09,0.00,0.09,0.00,0,0,0,0
39.06,-2.03,-18.02,39.06,-1.93,-18.02,0.00,-0.10,0.00,0.10,0.00,0.10,0.00,0,0,0,0
36.08,-2.39,-18.03,36.08,-2.28,-18.03,0.00,-0.10,0.00,0.10,0.00,0.10,0.00,0,0,0,0
33.11,-2.81,-18.04,33.11,-2.71,-18.04,0.00,-0.11,0.00,0.11,0.00,0.11,0.00,0,0,0,0
30.16,-3.33,-18.06,30.15,-3.21,-18.05,0.00,-0.12,0.00,0.12,0.00,0.12,0.00,0,0,0,0
27.23,-3.96,-18.09,27.22,-3.84,-18.08,0.01,-0.12,0.00,0.12,0.01,0.12,0.00,0,0,0,0
24.32,-4.75,-18.13,24.32,-4.62,-18.13,0.01,-0.13,0.00,0.13,0.01,0.13,0.00,0,0,0,0
21.53,-5.87,-18.19,21.52,-5.74,-18.18,0.01,-0.14,0.00,0.14,0.01,0.14,0.00,0,0,0,0
18.72,-7.33,-18.26,18.71,-7.18,-18.26,0.01,-0.15,0.00,0.15,0.01,0.15,0.00,0,0,0,0
15.60,-8.36,-18.12,15.58,-8.20,-18.11,0.02,-0.16,0.00,0.16,0.02,0.16,0.00,0,0,0,0
12.33,-8.41,-17.92,12.31,-8.23,-17.92,0.02,-0.18,0.00,0.18,0.02,0.18,0.00,0,0,0,0
9.23,-8.15,-17.91,9.21,-7.94,-17.91,0.02,-0.21,0.00,0.21,0.02,0.21,0.00,0,0,0,0
6.19,-7.97,-17.93,6.17,-7.75,-17.93,0.02,-0.23,0.00,0.23,0.02,0.23,0.00,0,0,0,0
3.18,-7.91,-17.96,3.16,-7.65,-17.95,0.01,-0.25,0.00,0.25,0.01,0.25,0.00,0,0,0,0
0.174244,-7.92,-17.99,0.159494,-7.64,-17.99,0.01,-0.28,0.00,0.28,0.01,0.28,0.00,0,0,0,0
-2.83,-7.94,-18.03,-2.84,-7.63,-18.02,0.01,-0.31,-0.01,0.31,0.01,0.31,0.01,0,0,0,0
-5.82,-8.00,-18.07,-5.84,-7.67,-18.06,0.02,-0.33,-0.01,0.33,0.02,0.33,0.01,0,0,0,0
-8.83,-8.17,-18.12,-8.84,-7.81,-18.11,0.02,-0.36,-0.01,0.36,0.02,0.36,0.01,0,0,0,0
-11.82,-8.47,-18.23,-11.84,-8.08,-18.21,0.02,-0.39,-0.01,0.39,0.02,0.39,0.01,0,0,0,0
-14.94,-8.65,-18.45,-14.96,-8.24,-18.43,0.02,-0.41,-0.02,0.41,0.02,0.41,0.02,0,0,0,0
-18.24,-8.07,-18.63,-18.26,-7.63,-18.62,0.02,-0.44,-0.01,0.44,0.02,0.44,0.01,0,0,0,0
-21.34,-6.75,-18.50,-21.34,-6.27,-18.49,0.00,-0.48,-0.01,0.48,0.00,0.48,0.01,0,0,0,0
-24.29,-5.48,-18.28,-24.28,-4.96,-18.27,-0.01,-0.52,-0.01,0.52,0.01,0.52,0.01,0,0,0,0
-27.23,-4.60,-18.16,-27.20,-4.05,-18.15,-0.02,-0.56,-0.01,0.56,0.02,0.56,0.01,0,0,0,0
-30.18,-3.96,-18.09,-30.15,-3.37,-18.09,-0.03,-0.58,-0.01,0.59,0.03,0.58,0.01,0,0,0,0
-33.15,-3.44,-18.06,-33.12,-2.85,-18.05,-0.03,-0.60,-0.01,0.60,0.03,0.60,0.01,0,0,0,0
-36.12,-3.01,-18.04,-36.09,-2.41,-18.03,-0.03,-0.60,-0.01,0.60,0.03,0.60,0.01,0,0,0,0
-39.09,-2.62,-18.03,-39.06,-2.04,-18.02,-0.03,-0.58,-0.01,0.58,0.03,0.58,0.01,0,0,0,0
-42.07,-2.27,-18.02,-42.05,-1.73,-18.01,-0.03,-0.55,0.00,0.55,0.03,0.55,0.00,0,0,0,0
-45.06,-1.96,-18.01,-45.03,-1.45,-18.01,-0.02,-0.51,0.00,0.51,0.02,0.51,0.00,0,0,0,0
-48.04,-1.66,-18.01,-48.02,-1.21,-18.01,-0.02,-0.45,0.00,0.46,0.02,0.45,0.00,0,0,0,0
-51.03,-1.39,-18.01,-51.02,-0.995372,-18.00,-0.02,-0.40,0.00,0.40,0.02,0.40,0.00,0,0,0,0
-54.02,-1.14,-18.00,-54.01,-0.805197,-18.00,-0.01,-0.34,0.00,0.34,0.01,0.34,0.00,0,0,0,0
-57.01,-0.906516,-18.00,-57.01,-0.636087,-18.00,-0.01,-0.27,0.00,0.27,0.01,0.27,0.00,0,0,0,0
-60.01,-0.691427,-18.00,-60.00,-0.485624,-18.00,-0.01,-0.21,0,0.21,0.01,0.21,0,0,0,0,0
-63.00,-0.495540,-18.00,-63.00,-0.351444,-18.00,0.00,-0.14,0.00,0.14,0.00,0.14,0.00,0,0,0,0
-66.00,-0.320762,-18.00,-66.00,-0.232205,-18.00,0.00,-0.09,0.00,0.09,0.00,0.09,0.00,0,0,0,0
-69.00,-0.169651,-18.00,-69.00,-0.126739,-18.00,0.00,-0.04,0.00,0.04,0.00,0.04,0.00,0,0,0,0
-71.99,-0.050655,-18.00,-71.99,-0.039115,-18.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00,0,0,0,0
-75,0.000000,-18,-75,0.000000,-18,0,0,0,0,0,0,0,11.36,-10.19,0.155814,-5.01
75,0.000000,-21,75,0.000000,-21,0,0,0,0,0,0,0,18.71,16.90,0.577773,-8.02
72.00,-0.034998,-21.00,72.00,-0.033112,-21.00,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,0
69.00,-0.116851,-21.00,69.00,-0.109888,-21.00,0.00,-0.01,0,0.01,0.00,0.01,0,0,0,0,0
66.00,-0.217553,-21.00,66.00,-0.203335,-21.00,0.00,-0.01,0,0.01,0.00,0.01,0,0,0,0,0
63.00,-0.332890,-21.00,63.00,-0.309974,-21.00,0.00,-0.02,0,0.02,0.00,0.02,0,0,0,0,0
60.00,-0.462774,-21.00,60.00,-0.430292,-21.00,0.00,-0.03,0.00,0.03,0.00,0.03,0.00,0,0,0,0
57.00,-0.608072,-21.00,57.00,-0.565648,-21.00,0.00,-0.04,0.00,0.04,0.00,0.04,0.00,0,0,0,0
54.01,-0.769722,-21.00,54.01,-0.717346,-21.00,0.00,-0.05,0.00,0.05,0.00,0.05,0.00,0,0,0,0
51.01,-0.949488,-21.00,51.01,-0.887451,-21.00,0.00,-0.06,0.00,0.06,0.00,0.06,0.00,0,0,0,0
48.02,-1.15,-21.01,48.02,-1.08,-21.01,0.00,-0.07,0.00,0.07,0.00,0.07,0.00,0,0,0,0
45.03,-1.37,-21.01,45.03,-1.29,-21.01,0.00,-0.08,0.00,0.08,0.00,0.08,0.00,0,0,0,0
42.04,-1.62,-21.02,42.04,-1.54,-21.01,0.00,-0.09,0.00,0.09,0.00,0.09,0.00,0,0,0,0
39.05,-1.90,-21.02,39.05,-1.81,-21.02,0.00,-0.10,0.00,0.10,0.00,0.10,0.00,0,0,0,0
36.07,-2.23,-21.03,36.07,-2.12,-21.03,0.00,-0.10,0.00,0.10,0.00,0.10,0.00,0,0,0,0
33.09,-2.60,-21.04,33.09,-2.49,-21.04,0.00,-0.11,0.00,0.11,0.00,0.11,0.00,0,0,0,0
30.13,-3.05,-21.06,30.12,-2.93,-21.06,0.00,-0.12,0.00,0.12,0.00,0.12,0.00,0,0,0,0
27.17,-3.57,-21.09,27.16,-3.45,-21.08,0.00,-0.12,0.00,0.12,0.00,0.12,0.00,0,0,0,0
24.24,-4.20,-21.12,24.23,-4.06,-21.12,0.01,-0.13,0.00,0.13,0.01,0.13,0.00,0,0,0,0
21.33,-4.98,-21.19,21.32,-4.84,-21.19,0.01,-0.14,0.00,0.14,0.01,0.14,0.00,0,0,0,0
18.50,-6.03,-21.28,18.49,-5.88,-21.28,0.01,-0.15,0.00,0.15,0.01,0.15,0.00,0,0,0,0
15.64,-7.29,-21.36,15.63,-7.12,-21.36,0.01,-0.16,0.00,0.16,0.01,0.16,0.00,0,0,0,0
12.58,-8.23,-21.29,12.56,-8.06,-21.29,0.02,-0.18,0.00,0.18,0.02,0.18,0.00,0,0,0,0
9.39,-8.48,-21.12,9.37,-8.29,-21.11,0.02,-0.20,0.00,0.20,0.02,0.20,0.00,0,0,0,0
6.28,-8.33,-21.04,6.26,-8.11,-21.03,0.02,-0.22,0.00,0.22,0.02,0.22,0.00,0,0,0,0
3.26,-8.24,-21.03,3.24,-8.00,-21.03,0.02,-0.24,-0.01,0.24,0.02,0.24,0.01,0,0,0,0
0.246802,-8.25,-21.06,0.226891,-7.99,-21.06,0.02,-0.27,-0.01,0.27,0.02,0.27,0.01,0,0,0,0
-2.75,-8.28,-21.11,-2.77,-7.99,-21.10,0.02,-0.29,-0.01,0.29,0.02,0.29,0.01,0,0,0,0
-5.75,-8.33,-21.17,-5.77,-8.02,-21.16,0.02,-0.32,-0.01,0.32,0.02,0.32,0.01,0,0,0,0
-8.76,-8.49,-21.32,-8.78,-8.16,-21.31,0.02,-0.34,-0.01,0.34,0.02,0.34,0.01,0,0,0,0
-11.89,-8.52,-21.53,-11.91,-8.16,-21.52,0.02,-0.36,-0.01,0.36,0.02,0.36,0.01,0,0,0,0
-15.14,-7.95,-21.68,-15.16,-7.57,-21.67,0.02,-0.39,-0.01,0.39,0.02,0.39,0.01,0,0,0,0
-18.25,-6.85,-21.59,-18.26,-6.42,-21.58,0.01,-0.42,-0.01,0.42,0.01,0.42,0.01,0,0,0,0
-21.25,-5.69,-21.37,-21.25,-5.23,-21.36,0.00,-0.46,-0.01,0.46,0.00,0.46,0.01,0,0,0,0
-24.21,-4.81,-21.22,-24.20,-4.31,-21.21,-0.01,-0.50,-0.01,0.50,0.01,0.50,0.01,0,0,0,0
-27.18,-4.16,-21.13,-27.16,-3.62,-21.13,-0.02,-0.53,-0.01,0.53,0.02,0.53,0.01,0,0,0,0
-30.15,-3.63,-21.09,-30.12,-3.07,-21.08,-0.03,-0.56,-0.01,0.56,0.03,0.56,0.01,0,0,0,0
-33.12,-3.18,-21.06,-33.09,-2.62,-21.05,-0.03,-0.57,-0.01,0.57,0.03,0.57,0.01,0,0,0,0
-36.10,-2.80,-21.04,-36.07,-2.23,-21.03,-0.03,-0.56,-0.01,0.56,0.03,0.56,0.01,0,0,0,0
-39.08,-2.45,-21.03,-39.05,-1.90,-21.02,-0.03,-0.55,-0.01,0.55,0.03,0.55,0.01,0,0,0,0
-42.06,-2.14,-21.02,-42.04,-1.62,-21.01,-0.02,-0.52,0.00,0.52,0.02,0.52,0.00,0,0,0,0
-45.05,-1.84,-21.01,-45.03,-1.36,-21.01,-0.02,-0.48,0.00,0.48,0.02,0.48,0.00,0,0,0,0
-48.04,-1.57,-21.01,-48.02,-1.14,-21.01,-0.02,-0.43,0.00,0.43,0.02,0.43,0.00,0,0,0,0
-51.03,-1.31,-21.01,-51.01,-0.936968,-21.00,-0.01,-0.38,0.00,0.38,0.01,0.38,0.00,0,0,0,0
-54.02,-1.08,-21.00,-54.01,-0.757832,-21.00,-0.01,-0.32,0.00,0.32,0.01,0.32,0.00,0,0,0,0
-57.01,-0.855423,-21.00,-57.00,-0.598003,-21.00,-0.01,-0.26,0.00,0.26,0.01,0.26,0.00,0,0,0,0
-60.01,-0.651453,-21.00,-60.00,-0.455489,-21.00,0.00,-0.20,0.00,0.20,0.00,0.20,0.00,0,0,0,0
-63.00,-0.465598,-21.00,-63.00,-0.328377,-21.00,0.00,-0.14,0.00,0.14,0.00,0.14,0.00,0,0,0,0
-66.00,-0.299932,-21.00,-66.00,-0.215628,-21.00,0.00,-0.08,0.00,0.08,0.00,0.08,0.00,0,0,0,0
-69.00,-0.157707,-21.00,-69.00,-0.116887,-21.00,0.00,-0.04,0.00,0.04,0.00,0.04,0.00,0,0,0,0
-71.99,-0.046589,-21.00,-72.00,-0.035631,-21.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00,0,0,0,0
-75,0.000000,-21,-75,0.000000,-21,0,0,0,0,0,0,0,17.05,-15.04,0.602334,-8.02
75,0.000000,-24,75,0.000000,-24,0,0,0,0,0,0,0,23.27,21.83,1.11,-7.98
72.00,-0.031811,-24.00,72.00,-0.030004,-24.00,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,0
69.00,-0.106749,-24.00,69.00,-0.100029,-24.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00,0,0,0,0
66.00,-0.200585,-24,66.00,-0.186834,-24,0.00,-0.01,0,0.01,0.00,0.01,0,0,0,0,0
63.00,-0.309234,-24.00,63.00,-0.287028,-24.00,0.00,-0.02,0.00,0.02,0.00,0.02,0.00,0,0,0,0
60.00,-0.431512,-24.00,60.00,-0.399993,-24.00,0.00,-0.03,0.00,0.03,0.00,0.03,0.00,0,0,0,0
57.00,-0.568700,-24.00,57.00,-0.527453,-24.00,0.00,-0.04,0.00,0.04,0.00,0.04,0.00,0,0,0,0
54.01,-0.720875,-24.00,54.01,-0.669847,-24.00,0.00,-0.05,0.00,0.05,0.00,0.05,0.00,0,0,0,0
51.01,-0.889647,-24.01,51.01,-0.829036,-24.00,0.00,-0.06,0.00,0.06,0.00,0.06,0.00,0,0,0,0
48.01,-1.08,-24.01,48.01,-1.01,-24.01,0.00,-0.07,0.00,0.07,0.00,0.07,0.00,0,0,0,0
45.02,-1.28,-24.01,45.02,-1.21,-24.01,0.00,-0.08,0.00,0.08,0.00,0.08,0.00,0,0,0,0
42.03,-1.51,-24.01,42.03,-1.43,-24.01,0.00,-0.09,0.00,0.09,0.00,0.09,0.00,0,0,0,0
39.04,-1.77,-24.02,39.04,-1.68,-24.02,0.00,-0.09,0.00,0.09,0.00,0.09,0.00,0,0,0,0
36.05,-2.06,-24.03,36.05,-1.96,-24.03,0.00,-0.10,0.00,0.10,0.00,0.10,0.00,0,0,0,0
33.07,-2.38,-24.04,33.07,-2.27,-24.04,0.00,-0.11,0.00,0.11,0.00,0.11,0.00,0,0,0,0
30.09,-2.76,-24.06,30.09,-2.64,-24.05,0.00,-0.12,0.00,0.12,0.00,0.12,0.00,0,0,0,0
27.13,-3.20,-24.08,27.12,-3.07,-24.08,0.00,-0.13,0.00,0.13,0.00,0.13,0.00,0,0,0,0
24.16,-3.70,-24.12,24.16,-3.56,-24.11,0.00,-0.13,0.00,0.14,0.00,0.13,0.00,0,0,0,0
21.22,-4.28,-24.16,21.21,-4.13,-24.16,0.01,-0.14,0.00,0.15,0.01,0.14,0.00,0,0,0,0
18.30,-4.96,-24.23,18.29,-4.80,-24.23,0.01,-0.16,0.00,0.16,0.01,0.16,0.00,0,0,0,0
15.39,-5.81,-24.35,15.38,-5.64,-24.35,0.01,-0.17,0.00,0.17,0.01,0.17,0.00,0,0,0,0
12.50,-6.81,-24.45,12.49,-6.63,-24.45,0.01,-0.18,0.00,0.18,0.01,0.18,0.00,0,0,0,0
9.51,-7.70,-24.49,9.49,-7.51,-24.49,0.02,-0.19,0.00,0.19,0.02,0.19,0.00,0,0,0,0
6.45,-8.22,-24.42,6.43,-8.01,-24.41,0.02,-0.21,0.00,0.21,0.02,0.21,0.00,0,0,0,0
3.38,-8.40,-24.35,3.36,-8.17,-24.34,0.02,-0.23,-0.01,0.24,0.02,0.23,0.01,0,0,0,0
0.340283,-8.44,-24.35,0.317825,-8.18,-24.34,0.02,-0.26,-0.01,0.26,0.02,0.26,0.01,0,0,0,0
-2.70,-8.44,-24.44,-2.73,-8.16,-24.43,0.02,-0.28,-0.01,0.28,0.02,0.28,0.01,0,0,0,0
-5.77,-8.35,-24.57,-5.80,-8.05,-24.56,0.02,-0.30,-0.01,0.30,0.02,0.30,0.01,0,0,0,0
-8.90,-8.05,-24.68,-8.92,-7.72,-24.67,0.02,-0.32,-0.01,0.33,0.02,0.32,0.01,0,0,0,0
-12.06,-7.40,-24.70,-12.08,-7.05,-24.69,0.02,-0.35,-0.01,0.35,0.02,0.35,0.01,0,0,0,0
-15.14,-6.49,-24.60,-15.15,-6.11,-24.59,0.01,-0.38,-0.01,0.38,0.01,0.38,0.01,0,0,0,0
-18.18,-5.60,-24.42,-18.18,-5.18,-24.41,0.00,-0.42,-0.01,0.42,0.00,0.42,0.01,0,0,0,0
-21.17,-4.83,-24.27,-21.16,-4.39,-24.26,-0.01,-0.45,-0.01,0.45,0.01,0.45,0.01,0,0,0,0
-24.16,-4.23,-24.18,-24.14,-3.75,-24.17,-0.02,-0.48,-0.01,0.48,0.02,0.48,0.01,0,0,0,0
-27.14,-3.73,-24.12,-27.12,-3.22,-24.11,-0.02,-0.51,-0.01,0.51,0.02,0.51,0.01,0,0,0,0
-30.12,-3.29,-24.08,-30.09,-2.77,-24.07,-0.02,-0.53,-0.01,0.53,0.02,0.53,0.01,0,0,0,0
-33.10,-2.92,-24.05,-33.07,-2.38,-24.05,-0.02,-0.54,-0.01,0.54,0.02,0.54,0.01,0,0,0,0
-36.08,-2.58,-24.04,-36.06,-2.05,-24.03,-0.02,-0.53,-0.01,0.53,0.02,0.53,0.01,0,0,0,0
-39.07,-2.27,-24.03,-39.04,-1.76,-24.02,-0.02,-0.52,0.00,0.52,0.02,0.52,0.00,0,0,0,0
-42.05,-1.99,-24.02,-42.03,-1.50,-24.01,-0.02,-0.49,0.00,0.49,0.02,0.49,0.00,0,0,0,0
-45.04,-1.72,-24.01,-45.02,-1.27,-24.01,-0.02,-0.45,0.00,0.45,0.02,0.45,0.00,0,0,0,0
-48.03,-1.47,-24.01,-48.02,-1.06,-24.01,-0.01,-0.41,0.00,0.41,0.01,0.41,0.00,0,0,0,0
-51.02,-1.23,-24.01,-51.01,-0.872954,-24.00,-0.01,-0.36,0.00,0.36,0.01,0.36,0.00,0,0,0,0
-54.02,-1.01,-24.00,-54.01,-0.705917,-24.00,-0.01,-0.30,0.00,0.30,0.01,0.30,0.00,0,0,0,0
-57.01,-0.799588,-24.00,-57.00,-0.556302,-24.00,-0.01,-0.24,0,0.24,0.01,0.24,0,0,0,0,0
-60.00,-0.607703,-24.00,-60.00,-0.422459,-24.00,0.00,-0.19,0.00,0.19,0.00,0.19,0.00,0,0,0,0
-63.00,-0.432767,-24.00,-63.00,-0.303066,-24.00,0.00,-0.13,0.00,0.13,0.00,0.13,0.00,0,0,0,0
-66.00,-0.277533,-24.00,-66.00,-0.197878,-24.00,0.00,-0.08,0.00,0.08,0.00,0.08,0.00,0,0,0,0
-69.00,-0.144702,-24.00,-69.00,-0.106171,-24.00,0.00,-0.04,0.00,0.04,0.00,0.04,0.00,0,0,0,0
-72.00,-0.042480,-24.00,-72.00,-0.032155,-24.00,0.00,-0.01,0.00,0.01,0.00,0.01,0.00,0,0,0,0
-75,0.000000,-24,-75,0.000000,-24,0,0,0,0,0,0,0,20.32,-18.37,1.10,-8.61
75,0.000000,-27,75,0.000000,-27,0,0,0,0,0,0,0,27.55,25.60,1.45,-10.07
72.00,-0.028223,-27.00,72.00,-0.026496,-27.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
69.00,-0.096263,-27.00,69.00,-0.089802,-27.00,0.00,-0.01,0,0.01,0.00,0.01,0,0,0,0,0
66.00,-0.182557,-27,66.00,-0.169298,-27,0.00,-0.01,0,0.01,0.00,0.01,0,0,0,0,0
63.00,-0.283474,-27.00,63.00,-0.262026,-27.00,0.00,-0.02,0.00,0.02,0.00,0.02,0.00,0,0,0,0
60.00,-0.397833,-27.00,60.00,-0.367334,-27.00,0.00,-0.03,0.00,0.03,0.00,0.03,0.00,0,0,0,0
57.00,-0.526016,-27.00,57.00,-0.486024,-27.00,0.00,-0.04,0.00,0.04,0.00,0.04,0.00,0,0,0,0
54.00,-0.668256,-27.00,54.00,-0.618653,-27.00,0.00,-0.05,0.00,0.05,0.00,0.05,0.00,0,0,0,0
51.01,-0.825287,-27.00,51.01,-0.766191,-27.00,0.00,-0.06,0.00,0.06,0.00,0.06,0.00,0,0,0,0
48.01,-0.998653,-27.01,48.01,-0.930343,-27.01,0.00,-0.07,0.00,0.07,0.00,0.07,0.00,0,0,0,0
45.02,-1.19,-27.01,45.02,-1.11,-27.01,0.00,-0.08,0.00,0.08,0.00,0.08,0.00,0,0,0,0
42.02,-1.40,-27.01,42.02,-1.31,-27.01,0,-0.09,0.00,0.09,0,0.09,0.00,0,0,0,0
39.03,-1.63,-27.02,39.03,-1.54,-27.02,0.00,-0.09,0.00,0.09,0.00,0.09,0.00,0,0,0,0
36.04,-1.89,-27.03,36.04,-1.78,-27.03,0.00,-0.10,0.00,0.10,0.00,0.10,0.00,0,0,0,0
33.05,-2.17,-27.04,33.05,-2.06,-27.04,0.00,-0.11,0.00,0.11,0.00,0.11,0.00,0,0,0,0
30.07,-2.49,-27.05,30.07,-2.37,-27.05,0.00,-0.12,0.00,0.12,0.00,0.12,0.00,0,0,0,0
27.09,-2.85,-27.07,27.09,-2.72,-27.07,0.00,-0.13,0.00,0.13,0.00,0.13,0.00,0,0,0,0
24.11,-3.25,-27.10,24.11,-3.11,-27.10,0.00,-0.14,0.00,0.14,0.00,0.14,0.00,0,0,0,0
21.14,-3.69,-27.14,21.14,-3.54,-27.13,0.00,-0.15,0.00,0.15,0.00,0.15,0.00,0,0,0,0
18.17,-4.17,-27.19,18.17,-4.01,-27.18,0.01,-0.16,-0.01,0.16,0.01,0.16,0.01,0,0,0,0
15.22,-4.69,-27.25,15.21,-4.52,-27.24,0.01,-0.17,-0.01,0.17,0.01,0.17,0.01,0,0,0,0
12.25,-5.28,-27.35,12.24,-5.09,-27.34,0.01,-0.19,-0.01,0.19,0.01,0.19,0.01,0,0,0,0
